YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DISTANCE
2015,5,25,1,WN,984,N700GS,SMF,BUR,1225,1221,-4,7,1228,65,63,54,1322,2,1330,1324,0,0,,NA,NA,NA,NA,NA,-6,358
2015,5,25,1,DL,1696,N338NW,BDL,ATL,1247,1243,-4,19,1302,153,150,122,1504,9,1520,1513,0,0,,NA,NA,NA,NA,NA,-7,859
2015,5,25,1,DL,2288,N976DL,ATL,BHM,1345,1342,-3,12,1354,56,48,34,1328,2,1341,1330,0,0,,NA,NA,NA,NA,NA,-11,134
2015,5,25,1,UA,1511,N14214,PHX,ORD,1413,1417,4,12,1429,207,199,178,1927,9,1940,1936,0,0,,NA,NA,NA,NA,NA,-4,1440
2015,5,25,1,OO,4713,N604SK,SMF,SLC,1631,1626,-5,10,1636,99,93,78,1854,5,1910,1859,0,0,,NA,NA,NA,NA,NA,-11,532
2015,5,25,1,EV,2624,N684JW,DFW,CRP,1721,NA,NA,NA,NA,87,NA,NA,NA,NA,1848,NA,0,1,A,NA,NA,NA,NA,NA,NA,354
2015,5,25,1,OO,7367,N445SW,APN,DTW,1730,1720,-10,11,1731,63,57,42,1813,4,1833,1817,0,0,,NA,NA,NA,NA,NA,-16,198
2015,5,25,1,US,1974,N762US,MSY,DCA,1745,1737,-8,11,1748,146,153,138,2106,4,2111,2110,0,0,,NA,NA,NA,NA,NA,-1,969
2015,5,25,1,DL,949,N906AT,TVC,DTW,1950,1943,-7,18,2001,68,66,41,2042,7,2058,2049,0,0,,NA,NA,NA,NA,NA,-9,207
2015,5,25,1,B6,498,N649JB,SEA,BOS,2251,2249,-2,10,2259,318,297,281,640,6,709,646,0,0,,NA,NA,NA,NA,NA,-23,2496
2015,5,26,2,AA,1253,N3KAAA,CLT,DFW,600,556,-4,14,610,172,152,128,718,10,752,728,0,0,,NA,NA,NA,NA,NA,-24,936
2015,5,26,2,EV,5833,N13908,EWR,DCA,639,634,-5,23,657,73,69,41,738,5,752,743,0,0,,NA,NA,NA,NA,NA,-9,199
2015,5,26,2,UA,689,N810UA,IAH,SAN,900,959,59,13,1012,207,193,177,1109,3,1027,1112,0,0,,0,0,45,0,0,45,1303
2015,5,26,2,EV,4910,N849AS,ATL,MLU,935,940,5,17,957,91,104,83,1020,4,1006,1024,0,0,,13,0,0,5,0,18,448
2015,5,26,2,US,670,N178US,CLT,PHX,1130,1126,-4,12,1138,270,240,224,1222,4,1300,1226,0,0,,NA,NA,NA,NA,NA,-34,1773
2015,5,26,2,OO,5623,N797SK,MFE,IAH,1222,1228,6,9,1237,74,66,52,1329,5,1336,1334,0,0,,NA,NA,NA,NA,NA,-2,316
2015,5,26,2,WN,596,N8638A,PHX,BWI,1400,1451,51,7,1458,265,247,234,2152,6,2125,2158,0,0,,0,0,0,33,0,33,1999
2015,5,26,2,EV,5278,N612QX,RST,ATL,1431,1750,199,12,1802,136,141,123,2105,6,1747,2111,0,0,,5,0,199,0,0,204,831
2015,5,26,2,WN,4277,N356SW,HOU,GSP,1445,1739,174,8,1747,125,137,126,2053,3,1750,2056,0,0,,12,0,39,135,0,186,845
2015,5,26,2,VX,733,N528VA,DAL,AUS,1455,NA,NA,NA,NA,50,NA,NA,NA,NA,1545,NA,0,1,A,NA,NA,NA,NA,NA,NA,189
2015,5,26,2,OO,4518,N632SK,BOI,SLC,1500,1637,97,17,1654,69,65,43,1737,5,1609,1742,0,0,,0,0,0,93,0,93,290
2015,5,26,2,OO,2763,N875AS,TUS,PHX,1518,1510,-8,10,1520,46,40,25,1545,5,1604,1550,0,0,,NA,NA,NA,NA,NA,-14,110
2015,5,26,2,WN,4989,N7723E,ATL,IND,1530,1729,119,21,1750,100,85,59,1849,5,1710,1854,0,0,,0,0,0,10,94,104,432
2015,5,26,2,VX,367,N625VA,BOS,LAX,1745,1738,-7,23,1801,380,380,346,2047,11,2105,2058,0,0,,NA,NA,NA,NA,NA,-7,2611
2015,5,26,2,WN,4907,N268WN,ISP,TPA,1755,1755,0,12,1807,180,163,146,2033,5,2055,2038,0,0,,NA,NA,NA,NA,NA,-17,1034
2015,5,26,2,WN,1975,N705SW,OAK,BUR,1840,1846,6,20,1906,65,72,49,1955,3,1945,1958,0,0,,NA,NA,NA,NA,NA,13,325
2015,5,26,2,OO,4676,N804SK,PHX,LAX,1840,1837,-3,17,1854,94,81,58,1952,6,2014,1958,0,0,,NA,NA,NA,NA,NA,-16,370
2015,5,26,2,US,1912,N667AW,TPA,PHL,1930,2234,184,12,2246,147,146,129,55,5,2157,100,0,0,,0,0,0,5,178,183,920
2015,5,27,3,EV,3806,N12175,MKE,EWR,736,721,-15,14,735,134,132,108,1023,10,1050,1033,0,0,,NA,NA,NA,NA,NA,-17,725
2015,5,27,3,EV,5677,N11107,CVG,EWR,848,841,-7,19,900,120,123,97,1037,7,1048,1044,0,0,,NA,NA,NA,NA,NA,-4,569
2015,5,27,3,OO,4576,N8903A,MSP,RAP,907,903,-4,15,918,103,95,75,933,5,950,938,0,0,,NA,NA,NA,NA,NA,-12,489
2015,5,27,3,MQ,3226,N636MQ,DSM,ORD,940,945,5,9,954,80,75,57,1051,9,1100,1100,0,0,,NA,NA,NA,NA,NA,0,299
2015,5,27,3,US,1842,N767UW,RSW,CLT,1015,1011,-4,13,1024,116,116,89,1153,14,1211,1207,0,0,,NA,NA,NA,NA,NA,-4,600
2015,5,27,3,EV,4630,N13969,LBB,IAH,1051,NA,NA,NA,NA,92,NA,NA,NA,NA,1223,NA,0,1,B,NA,NA,NA,NA,NA,NA,458
2015,5,27,3,WN,992,N47214,ATL,FLL,1105,1115,10,12,1127,115,105,88,1255,5,1300,1300,0,0,,NA,NA,NA,NA,NA,0,581
2015,5,27,3,DL,1785,N354NW,ORD,MSP,1212,1216,4,16,1232,88,75,54,1326,5,1340,1331,0,0,,NA,NA,NA,NA,NA,-9,334
2015,5,27,3,OO,2839,N928EV,ICT,ORD,1235,1235,0,9,1244,116,106,85,1409,12,1431,1421,0,0,,NA,NA,NA,NA,NA,-10,588
2015,5,27,3,F9,223,N223FR,IAD,ATL,1250,1239,-11,26,1305,110,122,89,1434,7,1440,1441,0,0,,NA,NA,NA,NA,NA,1,534
2015,5,27,3,EV,5071,N919EV,LFT,ATL,1405,1418,13,22,1440,99,104,73,1653,9,1644,1702,0,0,,5,0,13,0,0,18,503
2015,5,27,3,EV,5163,N707EV,CLE,MSP,1525,1518,-7,10,1528,122,104,90,1558,4,1627,1602,0,0,,NA,NA,NA,NA,NA,-25,622
2015,5,27,3,WN,197,N527SW,AUS,HOU,1605,1604,-1,26,1630,50,61,30,1700,5,1655,1705,0,0,,NA,NA,NA,NA,NA,10,148
2015,5,27,3,DL,81,N833DN,ATL,LAX,1610,1611,1,12,1623,294,273,253,1736,8,1804,1744,0,0,,NA,NA,NA,NA,NA,-20,1947
2015,5,27,3,UA,1684,N26215,DFW,DEN,1705,1723,18,21,1744,128,149,121,1845,7,1813,1852,0,0,,21,0,1,17,0,39,641
2015,5,27,3,NK,208,N523NK,LAS,DFW,1940,1938,-2,10,1948,152,180,132,2400,38,12,38,0,0,,26,0,0,0,0,26,1055
2015,5,27,3,WN,278,N219WN,STL,PHL,1945,2017,32,8,2025,125,120,105,2310,7,2250,2317,0,0,,0,0,27,0,0,27,814
2015,5,27,3,WN,163,N210WN,LAS,MCI,2015,2053,38,16,2109,160,160,140,129,4,55,133,0,0,,0,0,1,37,0,38,1139
2015,5,28,4,WN,452,N560WN,BWI,PVD,645,641,-4,18,659,70,77,54,753,5,755,758,0,0,,NA,NA,NA,NA,NA,3,327
2015,5,28,4,WN,639,N8606C,SMF,LAX,700,701,1,9,710,85,71,57,807,5,825,812,0,0,,NA,NA,NA,NA,NA,-13,373
2015,5,28,4,DL,1741,N356NW,CVG,SLC,830,1010,100,12,1022,229,208,191,1133,5,1019,1138,0,0,,0,0,79,0,0,79,1450
2015,5,28,4,WN,487,N211WN,ABQ,OAK,1120,1120,0,9,1129,150,144,127,1236,8,1250,1244,0,0,,NA,NA,NA,NA,NA,-6,889
2015,5,28,4,US,1994,N940UW,PHL,ORD,1335,1328,-7,14,1342,133,142,104,1426,24,1448,1450,0,0,,NA,NA,NA,NA,NA,2,678
2015,5,28,4,NK,630,N639NK,DEN,ORD,1336,1534,118,14,1548,153,156,125,1853,17,1709,1910,0,0,,3,0,118,0,0,121,888
2015,5,28,4,US,1816,N702UW,TPA,DCA,1355,1345,-10,14,1359,131,133,112,1551,7,1606,1558,0,0,,NA,NA,NA,NA,NA,-8,814
2015,5,28,4,US,2052,N760US,CLT,PWM,1754,1814,20,26,1840,129,135,106,2026,3,2003,2029,0,0,,6,0,20,0,0,26,813
2015,5,28,4,DL,2548,N954DL,ATL,CLE,2041,2152,71,11,2203,111,94,80,2323,3,2232,2326,0,0,,0,0,0,53,1,54,554
2015,5,29,5,MQ,3065,N639MQ,MSN,ORD,655,652,-3,10,702,53,53,28,730,15,748,745,0,0,,NA,NA,NA,NA,NA,-3,108
2015,5,29,5,US,1728,N194UW,PHL,MCO,800,753,-7,40,833,159,168,116,1029,12,1039,1041,0,0,,NA,NA,NA,NA,NA,2,861
2015,5,29,5,MQ,3040,N636MQ,ORD,BWI,900,900,0,19,919,124,113,91,1150,3,1204,1153,0,0,,NA,NA,NA,NA,NA,-11,622
2015,5,29,5,WN,134,N285WN,MDW,BUF,905,856,-9,12,908,90,79,64,1112,3,1135,1115,0,0,,NA,NA,NA,NA,NA,-20,468
2015,5,29,5,WN,1100,N7718B,MCO,IND,1035,1028,-7,10,1038,135,128,112,1230,6,1250,1236,0,0,,NA,NA,NA,NA,NA,-14,829
2015,5,29,5,US,1814,N151UW,CLT,ATL,1135,1154,19,23,1217,76,77,46,1303,8,1251,1311,0,0,,1,0,19,0,0,20,226
2015,5,29,5,OO,5232,N788SK,CMH,DEN,1655,1652,-3,10,1702,189,217,196,1818,11,1804,1829,0,0,,25,0,0,0,0,25,1154
2015,5,29,5,AA,209,N3LDAA,SFO,LAX,1834,1834,0,25,1859,86,93,59,1958,9,2000,2007,0,0,,NA,NA,NA,NA,NA,7,337
2015,5,29,5,WN,815,N7816B,ATL,LGA,2100,2105,5,17,2122,140,140,107,2309,16,2320,2325,0,0,,NA,NA,NA,NA,NA,5,762
2015,5,30,6,EV,5362,N856AS,SHV,ATL,630,631,1,10,641,100,98,80,901,8,910,909,0,0,,NA,NA,NA,NA,NA,-1,551
2015,5,30,6,F9,676,N923FR,DEN,MCO,700,656,-4,15,711,214,215,192,1223,8,1234,1231,0,0,,NA,NA,NA,NA,NA,-3,1546
2015,5,30,6,WN,2563,N559WN,SAN,LAS,1030,1024,-6,14,1038,70,68,47,1125,7,1140,1132,0,0,,NA,NA,NA,NA,NA,-8,258
2015,5,30,6,DL,1844,N933AT,DFW,DTW,1110,1122,12,14,1136,159,149,125,1441,10,1449,1451,0,0,,NA,NA,NA,NA,NA,2,986
2015,5,30,6,MQ,3174,N809MQ,RDU,LGA,1125,1116,-9,11,1127,95,86,71,1238,4,1300,1242,0,0,,NA,NA,NA,NA,NA,-18,431
2015,5,30,6,HA,328,N483HA,HNL,OGG,1148,1146,-2,14,1200,39,43,21,1221,8,1227,1229,0,0,,NA,NA,NA,NA,NA,2,100
2015,5,30,6,DL,61,N138DL,SFO,ATL,1200,1154,-6,25,1219,282,279,247,1926,7,1942,1933,0,0,,NA,NA,NA,NA,NA,-9,2139
2015,5,30,6,DL,1764,N348NB,DTW,BWI,1230,1224,-6,14,1238,98,86,61,1339,11,1408,1350,0,0,,NA,NA,NA,NA,NA,-18,409
2015,5,30,6,UA,1498,N12225,IAD,LAX,1239,1237,-2,18,1255,343,320,293,1448,9,1522,1457,0,0,,NA,NA,NA,NA,NA,-25,2288
2015,5,30,6,MQ,3066,N908MQ,ORD,CVG,1300,1257,-3,19,1316,73,71,48,1504,4,1513,1508,0,0,,NA,NA,NA,NA,NA,-5,265
2015,5,30,6,EV,5969,N14905,ORD,ATL,1356,1446,50,20,1506,128,140,113,1759,7,1704,1806,0,0,,53,0,9,0,0,62,606
2015,5,30,6,US,417,N944UW,PBI,PHL,1405,1356,-9,10,1406,160,145,130,1616,5,1645,1621,0,0,,NA,NA,NA,NA,NA,-24,951
2015,5,30,6,AS,315,N609AS,SFO,SEA,1545,1543,-2,9,1552,122,106,92,1724,5,1747,1729,0,0,,NA,NA,NA,NA,NA,-18,679
2015,5,30,6,WN,2639,N415WN,MSY,BWI,1545,1634,49,10,1644,155,152,136,2000,6,1920,2006,0,0,,0,0,0,32,14,46,998
2015,5,30,6,DL,2509,N321NB,MYR,ATL,1650,1658,8,7,1705,84,71,50,1755,14,1814,1809,0,0,,NA,NA,NA,NA,NA,-5,317
2015,5,30,6,DL,549,N684DA,ATL,SJU,1755,1757,2,16,1813,215,205,185,2118,4,2130,2122,0,0,,NA,NA,NA,NA,NA,-8,1547
2015,5,31,7,AA,1279,N3CCAA,LAS,ORD,525,521,-4,13,534,223,233,201,1055,19,1108,1114,0,0,,NA,NA,NA,NA,NA,6,1514
2015,5,31,7,WN,4660,N611SW,SEA,PHX,600,554,-6,11,605,170,162,146,831,5,850,836,0,0,,NA,NA,NA,NA,NA,-14,1107
2015,5,31,7,UA,1172,N76508,IAH,IAD,723,734,11,19,753,187,174,149,1122,6,1130,1128,0,0,,NA,NA,NA,NA,NA,-2,1190
2015,5,31,7,WN,3033,N392SW,DEN,HOU,740,738,-2,11,749,145,128,113,1042,4,1105,1046,0,0,,NA,NA,NA,NA,NA,-19,883
2015,5,31,7,DL,1189,N348NW,SLC,BWI,945,1008,23,33,1041,257,267,229,1630,5,1602,1635,0,0,,16,0,0,17,0,33,1865
2015,5,31,7,AA,1287,N7BRAA,ORD,MIA,1035,1035,0,19,1054,182,176,152,1426,5,1437,1431,0,0,,NA,NA,NA,NA,NA,-6,1197
2015,5,31,7,MQ,3017,N819MQ,ORD,CID,1035,1036,1,18,1054,67,57,36,1130,3,1142,1133,0,0,,NA,NA,NA,NA,NA,-9,196
2015,5,31,7,OO,5516,N792SK,LAS,LAX,1038,1034,-4,18,1052,79,71,44,1136,9,1157,1145,0,0,,NA,NA,NA,NA,NA,-12,236
2015,5,31,7,EV,4364,N13124,EWR,MCI,1056,1051,-5,11,1102,203,172,155,1237,6,1319,1243,0,0,,NA,NA,NA,NA,NA,-36,1092
2015,5,31,7,OO,7381,N432SW,SLC,COD,1112,1103,-9,24,1127,75,78,50,1217,4,1227,1221,0,0,,NA,NA,NA,NA,NA,-6,298
2015,5,31,7,WN,9,N522SW,HOU,HRL,1115,1213,58,12,1225,60,67,52,1317,3,1215,1320,0,0,,7,0,56,2,0,65,277
2015,5,31,7,AA,1379,N850AA,LAX,LAS,1200,1155,-5,53,1248,73,110,47,1335,10,1313,1345,0,0,,32,0,0,0,0,32,236
2015,5,31,7,EV,4375,N14542,ICT,IAH,1301,1253,-8,9,1302,109,95,77,1419,9,1450,1428,0,0,,NA,NA,NA,NA,NA,-22,542
2015,5,31,7,EV,5087,N878AS,DTW,DSM,1415,1454,39,16,1510,115,99,79,1529,4,1510,1533,0,0,,0,0,23,0,0,23,534
2015,5,31,7,UA,1031,N77518,IAH,ATL,1535,1542,7,19,1601,125,145,117,1858,9,1840,1907,0,0,,27,0,0,0,0,27,689
2015,5,31,7,OO,6293,N969SW,ACV,SFO,1819,1816,-3,7,1823,65,64,53,1916,4,1924,1920,0,0,,NA,NA,NA,NA,NA,-4,250
2015,5,31,7,WN,350,N965WN,DEN,BWI,1900,1915,15,9,1924,205,197,181,25,7,25,32,0,0,,NA,NA,NA,NA,NA,7,1491
2015,6,1,1,DL,1932,N371DA,LAS,DTW,600,554,-6,15,609,237,232,207,1236,10,1257,1246,0,0,,NA,NA,NA,NA,NA,-11,1749
2015,6,1,1,WN,4712,N785SW,MDW,STL,805,812,7,11,823,70,64,48,911,5,915,916,0,0,,NA,NA,NA,NA,NA,1,251
2015,6,1,1,WN,2406,N966WN,SNA,DEN,950,949,-1,8,957,135,144,130,1307,6,1305,1313,0,0,,NA,NA,NA,NA,NA,8,846
2015,6,1,1,WN,801,N494WN,LAX,DEN,1120,1140,20,9,1149,140,131,113,1442,9,1440,1451,0,0,,NA,NA,NA,NA,NA,11,862
2015,6,1,1,AA,2273,N3KSAA,MIA,LGA,1235,1346,71,32,1418,178,241,202,1740,7,1533,1747,0,0,,76,0,0,58,0,134,1096
2015,6,1,1,AA,80,N4YSAA,TUS,DFW,1510,1457,-13,16,1513,135,137,115,1908,6,1925,1914,0,0,,NA,NA,NA,NA,NA,-11,813
2015,6,1,1,AA,2326,N015AA,DFW,IAH,1710,1704,-6,20,1724,78,76,41,1805,15,1828,1820,0,0,,NA,NA,NA,NA,NA,-8,224
2015,6,1,1,OO,3488,N215AG,PDX,BUR,1755,1922,87,9,1931,130,124,111,2122,4,2005,2126,0,0,,0,0,0,81,0,81,817
2015,6,1,1,HA,325,N489HA,OGG,HNL,1757,1814,17,5,1819,35,35,22,1841,8,1832,1849,0,0,,0,0,17,0,0,17,100
2015,6,1,1,OO,4542,N452SW,IDA,SLC,1829,1822,-7,10,1832,60,57,39,1911,8,1929,1919,0,0,,NA,NA,NA,NA,NA,-10,188
2015,6,1,1,B6,761,N636JB,LGA,PBI,1940,102,322,26,128,175,165,135,343,4,2235,347,0,0,,0,0,87,225,0,312,1035
2015,6,1,1,OO,6452,N132SY,SFO,PDX,2112,2110,-2,19,2129,109,97,75,2244,3,2301,2247,0,0,,NA,NA,NA,NA,NA,-14,550
2015,6,1,1,WN,776,N213WN,DEN,MDW,2140,2307,87,10,2317,135,126,112,209,4,55,213,0,0,,0,0,0,78,0,78,895
2015,6,1,1,WN,1275,N449WN,BWI,CLE,2225,NA,NA,NA,NA,85,NA,NA,NA,NA,2350,NA,0,1,A,NA,NA,NA,NA,NA,NA,314
2015,6,1,1,WN,3224,N466WN,SMF,ONT,2225,2220,-5,6,2226,75,66,57,2323,3,2340,2326,0,0,,NA,NA,NA,NA,NA,-14,390
2015,6,2,2,OO,4486,N549CA,BNA,MSP,612,612,0,18,630,133,130,104,814,8,825,822,0,0,,NA,NA,NA,NA,NA,-3,695
2015,6,2,2,WN,3302,N473WN,DEN,SFO,715,709,-6,10,719,165,153,136,835,7,900,842,0,0,,NA,NA,NA,NA,NA,-18,967
2015,6,2,2,UA,1244,N34137,IAH,LAX,715,937,142,16,953,223,204,181,1054,7,858,1101,0,0,,0,0,123,0,0,123,1379
2015,6,2,2,US,1742,N560UW,LAX,CLT,725,720,-5,22,742,285,295,262,1504,11,1510,1515,0,0,,NA,NA,NA,NA,NA,5,2125
2015,6,2,2,B6,677,N632JB,JFK,JAX,821,817,-4,24,841,153,148,119,1040,5,1054,1045,0,0,,NA,NA,NA,NA,NA,-9,828
2015,6,2,2,DL,1675,N960AT,IAH,ATL,1400,1358,-2,16,1414,125,122,94,1648,12,1705,1700,0,0,,NA,NA,NA,NA,NA,-5,689
2015,6,2,2,EV,5389,N719EV,LGA,ROC,1559,1723,84,31,1754,89,79,45,1839,3,1728,1842,0,0,,0,0,0,74,0,74,254
2015,6,2,2,WN,894,N278WN,MCI,ATL,1645,1650,5,10,1700,120,112,94,1934,8,1945,1942,0,0,,NA,NA,NA,NA,NA,-3,692
2015,6,2,2,EV,6093,N13161,ORD,CRW,1910,1936,26,23,1959,93,97,68,2207,6,2143,2213,0,0,,4,0,4,22,0,30,416
2015,6,2,2,DL,504,N968AT,ATL,EWR,1915,2030,75,31,2101,149,140,102,2243,7,2144,2250,0,0,,66,0,0,0,0,66,746
2015,6,2,2,WN,440,N663SW,DEN,LAS,2115,2109,-6,9,2118,115,108,94,2152,5,2210,2157,0,0,,NA,NA,NA,NA,NA,-13,628
2015,6,2,2,AA,1441,N3GGAA,LAX,MCO,2220,2216,-4,19,2235,289,285,261,556,5,609,601,0,0,,NA,NA,NA,NA,NA,-8,2218
2015,6,3,3,DL,2079,N327NW,BOS,DTW,540,534,-6,14,548,128,105,85,713,6,748,719,0,0,,NA,NA,NA,NA,NA,-29,632
2015,6,3,3,UA,1598,N76522,SNA,IAH,645,642,-3,27,709,191,192,160,1149,5,1156,1154,0,0,,NA,NA,NA,NA,NA,-2,1346
2015,6,3,3,US,613,N810AW,MSP,PHL,700,651,-9,20,711,152,156,128,1019,8,1032,1027,0,0,,NA,NA,NA,NA,NA,-5,980
2015,6,3,3,EV,6136,N11191,TYS,ORD,854,850,-4,11,901,106,100,71,912,18,940,930,0,0,,NA,NA,NA,NA,NA,-10,475
2015,6,3,3,WN,1968,N772SW,DAL,DCA,930,926,-4,9,935,175,175,158,1313,8,1325,1321,0,0,,NA,NA,NA,NA,NA,-4,1184
2015,6,3,3,DL,875,N370NW,PDX,SLC,1024,1015,-9,13,1028,106,110,89,1257,8,1310,1305,0,0,,NA,NA,NA,NA,NA,-5,630
2015,6,3,3,DL,1412,N360NB,ATL,BNA,1110,1109,-1,15,1124,66,59,40,1104,4,1116,1108,0,0,,NA,NA,NA,NA,NA,-8,214
2015,6,3,3,WN,1087,N637SW,MKE,MCO,1325,1337,12,9,1346,165,154,135,1701,10,1710,1711,0,0,,NA,NA,NA,NA,NA,1,1066
2015,6,3,3,EV,5553,N719EV,MSP,FSD,1406,1402,-4,47,1449,63,84,34,1523,3,1509,1526,0,0,,17,0,0,0,0,17,196
2015,6,3,3,DL,2028,N974DL,FLL,LGA,1500,1506,6,10,1516,181,151,134,1730,7,1801,1737,0,0,,NA,NA,NA,NA,NA,-24,1076
2015,6,3,3,B6,575,N236JB,JFK,MSY,1506,1459,-7,28,1527,208,183,152,1659,3,1734,1702,0,0,,NA,NA,NA,NA,NA,-32,1182
2015,6,3,3,US,2048,N730US,PHL,IND,1745,1737,-8,9,1746,119,96,83,1909,4,1944,1913,0,0,,NA,NA,NA,NA,NA,-31,588
2015,6,3,3,DL,869,N329NW,EWR,MSP,1835,1830,-5,18,1848,202,152,131,1959,3,2057,2002,0,0,,NA,NA,NA,NA,NA,-55,1008
2015,6,3,3,UA,538,N453UA,DEN,DSM,1957,2005,8,23,2028,100,104,72,2240,9,2237,2249,0,0,,NA,NA,NA,NA,NA,12,589
2015,6,3,3,WN,3951,N720WN,LAS,DEN,2050,2049,-1,11,2100,105,97,79,2319,7,2335,2326,0,0,,NA,NA,NA,NA,NA,-9,628
2015,6,4,4,DL,1421,N346NB,BUF,JFK,555,550,-5,28,618,85,115,79,737,8,720,745,0,0,,25,0,0,0,0,25,301
2015,6,4,4,WN,828,N776WN,PHX,SEA,645,642,-3,12,654,185,166,148,922,6,950,928,0,0,,NA,NA,NA,NA,NA,-22,1107
2015,6,4,4,AA,1003,N566AA,DFW,IAD,715,705,-10,20,725,183,184,159,1104,5,1118,1109,0,0,,NA,NA,NA,NA,NA,-9,1172
2015,6,4,4,AA,210,N3FLAA,LAS,JFK,800,749,-11,14,803,307,289,269,1532,6,1607,1538,0,0,,NA,NA,NA,NA,NA,-29,2248
2015,6,4,4,AS,85,N534AS,SEA,ANC,940,942,2,15,957,209,206,186,1203,5,1209,1208,0,0,,NA,NA,NA,NA,NA,-1,1448
2015,6,4,4,AA,290,N865AA,MCO,JFK,1123,1155,32,15,1210,156,146,123,1413,8,1359,1421,0,0,,0,0,3,19,0,22,944
2015,6,4,4,B6,390,N535JB,DCA,BOS,1124,1124,0,14,1138,88,77,58,1236,5,1252,1241,0,0,,NA,NA,NA,NA,NA,-11,399
2015,6,4,4,OO,4668,N804SK,DEN,SLC,1145,1201,16,15,1216,90,76,57,1313,4,1315,1317,0,0,,NA,NA,NA,NA,NA,2,391
2015,6,4,4,UA,195,N14230,LAS,IAH,1146,1147,1,17,1204,185,179,157,1641,5,1651,1646,0,0,,NA,NA,NA,NA,NA,-5,1222
2015,6,4,4,AA,129,N4WTAA,RIC,DFW,1216,1202,-14,15,1217,188,177,144,1341,18,1424,1359,0,0,,NA,NA,NA,NA,NA,-25,1158
2015,6,4,4,MQ,3040,N531MQ,DFW,AMA,1240,1239,-1,19,1258,72,68,45,1343,4,1352,1347,0,0,,NA,NA,NA,NA,NA,-5,312
2015,6,4,4,OO,4810,N607SK,KTN,SEA,1245,1244,-1,18,1302,115,117,94,1536,5,1540,1541,0,0,,NA,NA,NA,NA,NA,1,680
2015,6,4,4,WN,673,N424WN,BNA,DCA,1305,1302,-3,10,1312,100,97,83,1535,4,1545,1539,0,0,,NA,NA,NA,NA,NA,-6,562
2015,6,4,4,AS,487,N512AS,SAN,SEA,1420,1726,186,14,1740,164,161,140,2000,7,1704,2007,0,0,,0,0,0,183,0,183,1050
2015,6,4,4,UA,1146,N37274,IAH,DCA,1602,1737,95,15,1752,195,187,165,2137,7,2017,2144,0,0,,0,0,15,72,0,87,1208
2015,6,4,4,DL,520,N556NW,ATL,ABQ,1645,1658,13,14,1712,204,190,169,1801,7,1809,1808,0,0,,NA,NA,NA,NA,NA,-1,1269
2015,6,4,4,OO,4585,N679CA,MSN,SLC,1835,1827,-8,12,1839,191,178,160,2019,6,2046,2025,0,0,,NA,NA,NA,NA,NA,-21,1174
2015,6,4,4,WN,2317,N7743B,OAK,SAN,1915,1925,10,14,1939,85,84,66,2045,4,2040,2049,0,0,,NA,NA,NA,NA,NA,9,446
2015,6,4,4,OO,4440,N170PQ,MSP,HLN,1938,1932,-6,16,1948,159,139,120,2048,3,2117,2051,0,0,,NA,NA,NA,NA,NA,-26,913
2015,6,4,4,VX,969,N624VA,SAN,SFO,1950,1946,-4,17,2003,90,91,70,2113,4,2120,2117,0,0,,NA,NA,NA,NA,NA,-3,447
2015,6,4,4,AA,336,N3LPAA,ORD,LGA,2030,2030,0,14,2044,139,120,101,2325,5,2349,2330,0,0,,NA,NA,NA,NA,NA,-19,733
2015,6,4,4,UA,1668,N66837,ORD,BOS,2050,2120,30,17,2137,145,131,107,24,7,15,31,0,0,,0,0,5,11,0,16,867
2015,6,4,4,WN,2716,N376SW,ATL,CMH,2220,2219,-1,14,2233,95,89,69,2342,6,2355,2348,0,0,,NA,NA,NA,NA,NA,-7,447
2015,6,5,5,WN,561,N275WN,PDX,DEN,540,538,-2,9,547,155,154,138,905,7,915,912,0,0,,NA,NA,NA,NA,NA,-3,991
2015,6,5,5,WN,1429,N298WN,BUF,BWI,545,537,-8,14,551,85,80,52,643,14,710,657,0,0,,NA,NA,NA,NA,NA,-13,281
2015,6,5,5,EV,5290,N919EV,ABY,ATL,600,600,0,5,605,50,41,31,636,5,650,641,0,0,,NA,NA,NA,NA,NA,-9,145
2015,6,5,5,B6,1207,N645JB,SEA,LGB,700,657,-3,16,713,154,145,126,919,3,934,922,0,0,,NA,NA,NA,NA,NA,-12,965
2015,6,5,5,DL,1482,N623DL,RDU,ATL,715,712,-3,19,731,94,83,54,825,10,849,835,0,0,,NA,NA,NA,NA,NA,-14,356
2015,6,5,5,OO,5592,N908SW,DEN,SJC,755,950,115,36,1026,160,184,142,1148,6,935,1154,0,0,,24,0,115,0,0,139,948
2015,6,5,5,DL,1139,N909DE,DCA,ATL,800,757,-3,24,821,108,113,77,938,12,948,950,0,0,,NA,NA,NA,NA,NA,2,547
